0,Blueberries,3.12
0,Artichokes,1.75
0,Cinnamon,4.57
0,Onions,1.89
1,Peas,3.1
1,Elderberries,4.13
1,Cumin,5.49
1,Thyme,4.01
1,Passionfruit,2.87
1,Turnips,5.44
1,Guavas,1.97
1,Raspberries,4.43
2,Watermelons,2.58
2,Lychee,3.67
2,Hot peppers,1.2
2,Pineberries,4.02
2,Kale,3.09
2,Peaches,1.69
2,Persimmons,4.57
3,Boysenberries,2.49
3,Eggplant,5.07
3,Sage,4.37
3,Cherimoya,1.13
3,Guavas,3.43
3,Kumquats,4.51
3,Cranberries,4.29
3,Coffee beans,2.69
3,Carrots,4.85
4,Eggplant,3.65
4,Beans,2.03
4,Cucumbers,2.64
5,Pineapples,5.41
5,Currants,3.74
5,Ugli fruit,3.34
5,Blueberries,4.08
5,Okra,1.38
5,Mint,1.47
6,Sunflower seeds,4.54
6,Marionberries,1.58
6,Asparagus,3.12
6,Parsley,3.88
6,Clementines,2.12
6,Cinnamon,5.22
6,Nectarines,1.13
6,Peas,3.38
7,Ugli fruit,4.45
7,Cherries,1.39
7,Beets,5.12
7,Walnuts,2.06
8,Sage,1.23
8,Bananas,1.98
8,Raspberries,3.94
8,Honey,4.26
8,Broccoli,1.21
8,Radishes,3.39
9,Cucumbers,1.78
9,Dill,2.04
9,Marionberries,1.28
9,Radishes,3.88
10,Honey,2.35
10,Limes,3.05
10,Elderberries,5.2
10,Beets,4.65
10,Persimmons,2.41
10,Pineapples,3.34
10,Asparagus,1.73
10,Nectarines,4.28
10,Oranges,3.29
11,Almonds,3.02
11,Apples,2.51
11,Grapefruits,1.73
11,Leeks,1.83
11,Spinach,4.43
12,Papayas,5.42
12,Beans,1.91
12,Spinach,2.32
12,Spinach,1.21
12,Cilantro,2.03
13,Beans,1.43
13,Dragon fruit,2.24
13,Cranberries,5.5
13,Pumpkins,1.79
13,Honey,5.21
13,Ugli fruit,4.16
14,Cantaloupes,3.5
14,Squash,4.91
14,Chives,3.59
14,Sweet potatoes,3.17
14,Parsnips,5.15
14,Radishes,4.02
14,Collard greens,3.19
14,Lychee,3.47
15,Leeks,5.28
15,Garlic,3.19
15,Grapefruits,5.03
15,Blueberries,2.4
15,Artichokes,2.06
16,Passionfruit,5.33
16,Artichokes,5.48
16,Blueberries,3.76
16,Onions,2.64
16,Corn,3.36
16,Dill,5.08
16,Strawberries,1.88
16,Collard greens,5.49
16,Pecans,3.09
17,Guavas,3.93
17,Blackberries,1.55
17,Bok choy,3.22
17,Cabbage,4.98
17,Tangerines,3.89
18,Beets,2.75
18,Rosemary,2.98
18,Brussels sprouts,3.89
18,Boysenberries,5.21
18,Dragon fruit,1.14
18,Cinnamon,3.28
18,Okra,3.91
18,Bell peppers,4.69
18,Gooseberries,4.02
18,Basil,4.78
19,Figs,4.45
19,Bananas,3.79
19,Papayas,1.33
19,Kumquats,4.14
20,Rosemary,1.49
20,Swiss chard,3.76
20,Papayas,4.33
20,Dill,1.15
20,Watermelons,4.58
20,Lettuce,4.05
20,Artichokes,1.71
20,Eggplant,3.25
21,Rosemary,5.43
21,Bok choy,2.48
21,Beets,1.41
21,Cumin,4.56
21,Radicchio,2.98
21,Guavas,3.68
21,Coffee beans,5.28
21,Currants,3.96
22,Bok choy,4.48
22,Mint,2.49
22,Grapes,3.96
22,Kiwifruit,3.45
22,Okra,4.5
22,Sweet potatoes,2.97
22,Apricots,4.36
22,Kiwifruit,1.99
22,Cranberries,3.56
22,Pumpkins,4.29
23,Guavas,4.82
23,Turnips,2.61
23,Asparagus,1.83
23,Eggplant,1.26
23,Squash,4.04
23,Cantaloupes,2.22
23,Blueberries,3.03
23,Cashews,4.28
23,Elderberries,1.45
24,Jackfruit,5.19
24,Cabbage,1.67
24,Cantaloupes,4.93
24,Sage,2.99
25,Artichokes,4.13
25,Coffee beans,5.42
25,Pineapples,3.01
25,Grapefruits,2.42
25,Kiwi,1.51
25,Chives,3.59
25,Honeydews,1.99
25,Lemons,3.75
26,Bananas,2.66
26,Cauliflower,5.26
26,Sunflower seeds,2.53
26,Peas,3.98
26,Watermelons,2.56
26,Blackcurrants,1.67
27,Marionberries,5.47
27,Beans,3.18
27,Brussels sprouts,2.2
28,Lemons,5.01
28,Mustard greens,4.79
28,Guavas,3.84
28,Peas,1.92
28,Strawberries,2.48
28,Corn,3.25
28,Jackfruit,1.11
28,Radishes,3.07
28,Nectarines,5.11
29,Fennel,4.45
29,Fennel,3.86
29,Eggplant,4.79
29,Garlic,4.15
29,Kale,1.39
29,Onions,3.8
29,Cashews,1.34
29,Honeydews,3.15
30,Pineapples,5.24
30,Bok choy,5.09
30,Tomatoes,3.84
30,Strawberries,3.0
30,Figs,3.08
30,Hot peppers,4.82
31,Swiss chard,2.31
31,Okra,4.69
31,Rosemary,1.99
31,Blackcurrants,1.55
31,Sage,1.59
31,Pecans,2.35
31,Zucchini,1.23
32,Turnips,4.14
32,Cauliflower,5.38
32,Cashews,2.73
32,Cabbage,2.02
32,Mint,2.18
32,Currants,2.07
32,Mustard greens,3.52
32,Tomatoes,2.78
32,Fennel,4.84
32,Avocados,5.39
33,Hot peppers,5.14
33,Artichokes,3.02
33,Cumin,1.51
33,Grapefruits,4.69
34,Dragon fruit,1.48
34,Walnuts,3.4
34,Hot peppers,1.35
34,Pomelo,4.09
34,Cauliflower,5.42
34,Guavas,2.68
35,Celery,3.03
35,Rosemary,5.05
35,Figs,4.06
35,Kiwi,1.35
35,Eggplant,2.04
35,Thyme,5.49
35,Dragon fruit,2.42
35,Figs,3.61
35,Basil,3.24
36,Avocados,4.11
36,Plums,2.38
36,Persimmons,5.17
37,Honey,5.23
37,Broccoli,3.76
37,Parsnips,3.73
37,Pumpkins,1.33
37,Elderberries,3.46
37,Cantaloupes,1.49
37,Blueberries,4.51
38,Turnips,5.19
38,Mustard greens,5.46
38,Mulberries,4.88
39,Guavas,3.71
39,Sweet potatoes,2.23
39,Avocados,1.69
39,Cantaloupes,3.59
39,Onions,1.23
39,Beans,4.98
39,Bananas,4.65
39,Honeydews,2.06
39,Sunflower seeds,1.96
40,Beets,4.72
40,Celery,2.14
40,Cantaloupes,3.02
41,Dragon fruit,3.11
41,Cucumbers,5.48
41,Basil,3.77
41,Sage,2.01
41,Blackcurrants,2.67
41,Mangoes,4.8
41,Hot peppers,3.74
41,Rosemary,1.67
42,Zucchini,2.4
42,Strawberries,3.96
