0,39,5
1,5,5
5,76,1
5,54,5
5,50,3
6,71,2
6,76,3
8,53,3
8,62,3
8,59,2
9,70,2
10,5,2
11,67,5
11,16,4
11,21,3
12,75,2
12,49,5
13,38,3
15,78,2
15,26,1
15,26,5
17,21,3
17,60,4
17,73,2
18,30,3
19,51,1
19,65,1
20,97,5
20,95,1
20,4,4
23,59,5
23,36,5
23,91,2
24,5,3
25,46,5
25,40,1
25,44,1
26,15,3
26,57,2
26,18,1
27,34,5
27,72,2
28,53,5
28,20,4
28,40,2
30,42,2
31,18,1
32,58,2
33,0,3
33,10,1
34,12,2
34,25,1
34,48,3
35,92,1
36,7,3
36,7,2
36,7,1
37,8,4
37,1,1
38,96,4
38,99,4
38,69,2
40,30,5
40,52,5
40,75,5
41,82,5
42,66,4
42,19,2
42,86,2
43,28,1
43,77,1
45,64,3
46,50,3
46,83,3
46,73,2
49,63,2
49,70,1
49,24,2
51,12,5
51,81,4
51,17,2
52,41,5
52,39,1
53,36,2
54,53,4
56,59,3
56,80,2
57,58,1
57,54,3
58,21,2
59,59,3
60,75,3
60,96,1
61,50,5
61,62,4
61,85,4
63,69,3
64,5,1
65,13,3
65,16,5
66,57,5
66,89,1
67,3,2
67,82,2
68,50,1
68,16,2
68,8,1
69,5,2
70,88,4
70,11,2
72,99,3
72,95,2
74,67,1
75,20,3
75,18,5
76,59,5
76,31,2
76,40,4
77,16,5
77,66,4
78,75,4
79,23,3
79,45,2
80,33,3
80,49,3
81,97,3
81,71,2
81,77,4
82,89,3
83,69,1
83,93,5
83,33,5
86,14,5
86,16,2
86,5,2
88,66,5
88,9,5
88,34,1
89,99,4
89,63,4
90,95,4
90,29,1
90,13,5
92,41,5
92,84,3
93,75,3
93,73,3
93,92,3
94,89,3
95,45,1
96,69,2
97,96,2
98,56,5
98,1,3
99,81,4
99,86,4
102,25,5
103,11,3
104,81,3
104,62,5
105,42,3
105,57,3
105,2,3
106,89,3
106,5,4
106,22,4
107,82,2
108,29,4
108,94,1
108,12,1
110,17,5
110,58,3
111,35,3
111,31,2
112,9,3
113,11,5
113,79,3
113,90,2
114,17,4
114,4,1
114,51,1
116,88,1
116,94,5
116,27,1
118,34,1
118,57,5
118,24,3
119,34,3
119,76,1
120,7,4
121,29,2
121,54,1
121,46,1
122,2,1
125,96,2
126,13,1
126,58,2
126,54,1
128,36,2
128,23,2
128,88,4
130,96,4
132,72,5
132,63,3
132,74,2
134,51,2
134,94,1
135,54,5
135,34,4
135,95,1
