1,11,2
1,3,4
2,23,4
4,57,1
4,28,2
5,85,4
5,68,5
6,82,1
6,38,5
6,40,5
10,81,5
11,15,2
12,43,4
13,34,4
14,3,4
14,76,1
15,79,1
16,83,2
16,5,1
16,9,3
17,15,2
18,66,2
18,40,3
18,55,1
19,12,5
20,1,2
20,19,1
22,4,1
22,55,1
22,22,5
23,62,5
23,77,1
23,16,5
24,31,1
24,0,5
24,89,3
25,36,2
27,22,3
27,74,1
27,85,4
28,80,4
28,55,2
29,65,2
29,51,5
30,11,2
30,23,2
30,14,4
31,47,1
31,28,5
32,21,1
32,89,4
32,37,2
33,58,3
33,19,4
35,69,2
36,18,3
37,96,3
37,64,5
38,43,5
38,72,5
38,77,2
39,57,2
40,69,2
40,38,2
41,78,2
41,58,2
41,0,1
43,46,2
43,73,3
43,11,3
44,69,5
45,1,2
45,67,1
45,73,2
47,36,5
47,88,2
49,30,4
50,4,5
50,26,1
51,22,4
52,48,1
54,83,3
54,41,3
54,17,2
56,2,3
56,50,5
57,12,2
57,16,3
58,80,1
60,23,3
60,38,3
60,54,4
61,49,5
62,59,5
64,16,3
64,36,2
65,98,1
65,49,4
65,27,1
66,96,1
67,53,4
67,37,2
69,12,5
69,31,5
71,13,5
72,14,3
73,29,4
73,47,2
73,44,4
75,47,3
75,98,3
76,31,5
76,18,1
77,66,1
78,3,2
78,38,5
79,79,4
79,27,4
79,29,2
80,2,1
81,89,3
81,11,3
81,48,4
83,24,1
83,82,3
83,41,2
85,42,4
85,95,2
86,24,3
86,50,1
87,81,1
87,29,1
87,77,2
88,59,4
88,49,3
88,71,3
90,73,2
91,48,4
91,93,1
94,44,2
95,19,5
96,96,2
97,3,5
97,43,1
98,22,4
98,43,2
99,21,1
99,20,3
99,88,3
100,6,5
101,3,3
102,91,5
102,61,4
102,36,4
103,77,4
104,39,5
105,79,2
105,72,3
105,13,4
106,41,2
106,79,2
109,21,5
109,4,1
109,98,2
110,61,3
110,49,1
112,62,4
112,56,4
112,51,5
114,21,5
114,9,1
114,33,2
115,76,4
115,15,3
115,93,5
116,92,2
116,74,1
116,85,5
118,96,2
118,40,1
118,41,2
119,52,5
119,79,3
119,19,1
121,81,5
122,43,5
123,89,1
123,95,3
124,90,4
125,30,5
125,54,3
125,76,1
126,9,1
127,98,2
127,53,1
128,0,5
128,83,3
129,38,5
129,28,2
130,62,4
130,75,3
131,47,1
131,12,3
132,91,3
133,31,4
134,38,4
134,96,2
135,54,2
135,26,1
135,23,4
136,1,4
138,10,2
140,64,5
140,97,1
140,9,2
141,69,5
141,81,2
141,86,4
142,55,4
142,1,2
142,92,1
143,78,4
143,39,4
143,29,4
144,74,3
146,21,1
147,93,2
149,91,4
149,93,2
149,96,4
150,31,3
150,77,1
150,6,1
152,37,3
153,19,2
153,11,2
153,76,1
154,60,2
154,72,4
154,42,1
156,73,4
156,65,2
156,94,2
157,96,2
158,56,1
158,99,5
158,17,4
159,67,5
159,14,5
159,93,1
160,97,5
162,3,2
162,8,2
163,35,5
163,87,5
164,28,1
164,63,3
164,80,4
165,15,5
165,83,2
165,34,3
166,6,1
166,88,1
169,13,5
169,53,1
171,22,2
171,50,3
171,2,1
173,28,1
173,73,4
173,26,3
175,63,5
175,92,5
175,88,1
176,34,4
176,94,5
178,59,4
178,28,3
179,95,3
181,2,3
181,64,5
181,14,3
182,94,3
183,80,4
184,56,2
184,55,3
185,67,4
185,68,1
186,56,2
186,39,1
186,32,1
187,5,4
187,71,4
187,98,2
188,41,4
188,89,5
188,97,5
189,63,5
191,57,4
191,27,3
191,61,4
192,71,3
192,15,5
192,39,4
193,3,4
195,53,1
195,93,4
196,25,3
196,81,2
198,66,4
199,66,4
199,17,5
200,39,3
203,26,5
203,49,2
203,80,4
205,6,4
206,91,1
206,74,4
209,68,1
209,42,4
209,38,3
210,94,3
210,56,2
210,68,5
211,25,2
211,93,2
212,36,2
215,66,3
215,79,4
216,24,2
216,89,4
216,17,3
217,11,1
217,74,5
217,13,4
218,96,2
218,20,5
218,94,5
220,37,2
220,5,3
220,21,5
221,52,1
221,91,5
221,18,3
222,11,5
222,95,3
222,55,2
224,84,2
225,39,5
225,88,2
226,1,5
226,87,3
226,45,4
227,42,2
227,3,1
228,6,2
229,69,5
229,59,1
229,56,4
230,77,1
230,66,2
230,40,4
231,63,4
231,56,4
233,7,2
233,79,3
233,93,4
234,41,3
234,63,3
234,58,5
236,42,2
237,41,4
237,35,2
237,58,4
238,32,5
238,29,5
239,26,4
239,69,5
239,24,5
240,60,2
242,75,1
242,84,3
242,41,5
243,71,1
243,23,4
244,80,1
244,81,3
244,90,3
246,98,5
246,78,2
246,89,1
248,10,5
248,4,1
249,89,3
249,65,3
250,8,4
251,64,2
252,79,4
252,88,2
253,32,1
254,66,3
254,17,4
255,21,2
255,32,1
255,17,1
256,11,4
256,29,5
256,96,1
258,75,1
259,92,4
259,45,5
259,64,1
260,98,4
261,38,2
261,73,3
262,22,3
262,90,1
262,30,3
264,98,4
264,14,5
264,62,5
265,25,2
265,15,5
266,64,4
267,51,1
267,26,3
268,82,5
269,93,3
271,17,5
271,29,4
272,7,4
272,23,3
272,64,1
273,62,1
273,17,4
274,18,3
275,39,2
275,55,1
275,47,3
276,34,2
277,41,2
277,9,3
277,5,5
278,35,4
279,17,3
282,93,2
284,88,2
284,69,1
284,24,4
285,78,3
285,82,3
286,87,5
286,56,1
286,14,2
289,72,5
290,19,1
290,71,4
292,53,2
293,27,4
294,58,5
294,30,2
294,55,4
295,32,1
296,75,2
297,14,3
297,11,1
297,60,2
298,49,1
298,18,4
298,63,5
299,77,2
300,38,3
301,8,3
302,38,1
302,19,3
302,37,1
303,54,5
303,86,2
303,93,2
305,1,4
305,74,4
306,82,1
306,71,4
307,71,4
307,24,4
308,56,4
309,17,2
309,58,2
309,92,5
310,76,2
310,4,1
310,26,1
312,20,2
313,40,3
313,21,3
314,54,1
