0,375
0,106
0,80
0,235
0,671
0,173
0,807
0,683
0,72
0,643
0,681
0,62
0,360
0,419
0,604
1,19
1,192
1,589
1,726
1,158
1,754
1,399
1,427
2,25
2,360
2,439
2,110
2,808
2,523
2,66
2,455
2,579
2,77
3,552
3,15
3,148
3,49
3,153
3,698
3,332
3,205
3,240
3,703
4,331
4,251
5,318
5,602
6,15
6,807
6,259
6,245
6,141
6,184
6,136
6,364
7,222
7,638
7,531
7,381
7,657
7,236
7,495
7,788
7,475
8,716
8,420
8,540
8,428
8,660
8,619
8,721
8,585
8,283
8,707
9,504
9,275
9,547
9,527
9,757
9,287
9,608
9,32
9,822
9,492
9,382
10,307
10,336
10,291
11,473
11,623
11,711
11,267
11,618
11,682
11,611
11,666
11,53
11,303
11,582
11,12
11,734
12,585
12,793
12,52
12,672
13,309
13,507
13,745
13,68
13,496
14,159
14,260
14,50
14,727
14,155
14,766
14,620
14,720
14,339
14,424
14,470
14,454
14,109
14,104
14,266
15,213
15,215
15,758
15,282
16,453
16,676
16,534
16,151
16,250
16,326
16,505
16,716
16,312
16,512
17,391
17,748
17,287
17,212
17,125
17,600
17,499
17,547
17,809
17,492
17,68
17,373
18,274
18,372
18,591
18,67
18,625
18,254
18,106
18,568
20,817
20,448
20,0
20,625
21,707
21,839
21,530
21,467
21,774
21,28
21,324
21,744
21,826
21,541
21,483
22,348
22,22
23,680
23,652
23,44
23,76
23,235
23,53
23,90
23,707
23,325
23,326
23,774
23,764
24,791
24,565
24,637
24,126
24,838
24,560
24,708
24,246
24,396
24,503
24,426
24,424
24,582
25,774
25,579
25,613
25,117
25,189
25,734
25,689
25,789
25,843
25,141
25,463
25,434
25,426
26,66
26,411
27,371
27,642
27,532
27,522
27,669
27,31
27,699
27,68
27,683
27,313
27,287
27,48
27,535
27,200
28,800
28,5
28,760
28,485
28,182
28,497
28,218
28,502
28,178
29,781
29,531
29,155
29,167
29,661
29,84
29,769
29,522
29,561
29,6
29,663
29,718
29,191
30,674
30,57
30,784
30,772
31,445
32,701
32,723
32,732
32,114
33,253
33,702
33,607
33,411
33,205
33,501
33,757
33,4
33,191
34,294
34,354
34,644
34,86
34,698
34,191
34,551
34,695
34,287
34,291
34,611
34,634
34,73
34,47
35,491
35,328
35,767
35,392
35,53
35,47
35,199
35,733
35,713
35,484
35,5
36,250
36,712
36,286
36,569
36,516
36,588
36,808
36,470
36,674
36,680
37,231
37,457
37,23
37,426
37,114
37,294
37,284
37,839
37,680
37,0
38,115
38,729
38,705
38,708
38,582
38,155
39,150
39,711
39,85
39,113
39,502
39,144
39,2
39,183
39,707
39,382
39,466
39,738
40,313
40,389
40,340
40,630
40,83
40,837
40,604
41,248
41,733
41,736
41,247
41,202
41,630
41,646
41,93
41,252
41,47
41,474
41,791
41,168
41,392
41,62
42,309
42,172
42,619
42,189
42,326
42,150
42,780
42,567
42,372
43,290
43,426
43,401
43,488
43,711
43,784
43,807
43,380
43,690
43,453
43,379
43,712
43,34
44,238
