0,375,Oranges,1.79,2
0,375,Lemons,3.37,11
0,375,Peaches,3.26,20
0,375,Peanuts,1.47,1
0,375,Peas,2.14,10
0,106,Beans,3.52,7
0,106,Clementines,5.11,15
0,106,Radicchio,1.12,13
0,106,Rambutan,5.42,16
0,106,Leeks,3.03,10
0,106,Mustard greens,4.82,3
0,106,Persimmons,1.73,11
0,106,Cauliflower,2.49,13
0,106,Bananas,4.79,6
0,80,Currants,2.38,5
0,80,Grapes,5.37,13
0,80,Squash,3.78,5
0,80,Garlic,5.27,17
0,80,Honey,4.21,2
0,80,Carrots,2.32,3
0,235,Limes,2.18,6
0,235,Artichokes,2.76,14
0,235,Lemons,3.13,12
0,671,Watermelons,3.06,5
0,671,Bananas,2.21,2
0,671,Figs,4.59,12
0,671,Blueberries,3.33,9
0,671,Cranberries,5.22,19
0,671,Chives,4.95,0
0,173,Basil,2.04,16
0,807,Pineberries,4.94,16
0,807,Cranberries,2.04,19
0,807,Bok choy,5.47,10
0,683,Cherimoya,1.74,2
0,683,Lettuce,5.45,6
0,683,Cashews,2.91,15
0,683,Pineapples,3.59,4
0,683,Lemons,4.7,11
0,683,Dragon fruit,1.69,8
0,683,Avocados,5.32,1
0,683,Pomelo,3.1,2
0,72,Cranberries,5.15,16
0,72,Raspberries,5.4,13
0,643,Clementines,1.26,12
0,643,Peaches,4.82,15
0,643,Kiwi,3.07,20
0,681,Mulberries,5.31,20
0,681,Peas,2.74,4
0,681,Radicchio,4.13,3
0,62,Honeydews,5.38,19
0,62,Eggplant,5.32,0
0,62,Artichokes,1.67,18
0,62,Pomelo,4.43,16
0,62,Cherries,2.9,5
0,62,Marionberries,1.24,0
0,62,Tomatoes,5.02,15
0,62,Cumin,1.21,6
0,360,Watermelons,5.4,8
0,360,Eggplant,3.76,8
0,419,Cashews,3.68,14
0,419,Bok choy,3.57,7
0,419,Tangerines,4.4,13
0,419,Mustard greens,3.68,6
0,604,Rosemary,4.7,16
0,604,Spinach,3.49,1
0,604,Cilantro,4.41,5
0,604,Cantaloupes,5.32,2
0,604,Bok choy,5.2,3
1,19,Almonds,1.11,5
1,19,Cilantro,2.33,14
1,19,Parsley,4.02,8
1,19,Peas,2.72,14
1,19,Nectarines,1.96,20
1,19,Bananas,3.98,15
1,19,Cashews,2.3,10
1,19,Avocados,2.62,14
1,192,Bok choy,1.56,13
1,726,Peas,4.38,7
1,726,Dragon fruit,5.12,19
1,726,Pomegranates,5.28,12
1,726,Parsley,5.16,12
1,726,Cauliflower,5.27,16
1,726,Asparagus,4.32,3
1,726,Cranberries,3.07,12
1,726,Hazelnuts,4.07,17
1,158,Parsnips,3.11,16
1,158,Cilantro,1.32,13
1,158,Pineapples,4.58,15
1,399,Tomatoes,1.23,5
1,427,Pineberries,4.53,4
1,427,Raspberries,2.36,19
1,427,Dragon fruit,1.8,13
1,427,Kiwi,2.5,6
1,427,Zucchini,3.75,4
2,25,Brussels sprouts,1.81,13
2,25,Bananas,3.06,14
2,25,Carrots,3.54,11
2,360,Watermelons,5.4,19
2,360,Eggplant,3.76,2
2,360,Peaches,2.52,11
2,360,Lettuce,2.56,16
2,360,Onions,3.83,4
2,360,Asparagus,1.78,12
2,360,Mint,3.35,19
2,360,Grapes,3.12,20
2,360,Cashews,4.35,10
2,439,Apricots,4.3,5
2,110,Squash,2.91,8
2,110,Ugli fruit,3.92,15
2,110,Oranges,2.31,10
2,808,Persimmons,2.41,14
2,808,Mangoes,4.1,12
2,808,Cherimoya,1.9,9
2,808,Grapes,3.68,7
2,808,Tangerines,2.42,11
2,808,Ugli fruit,4.74,20
2,808,Beets,5.22,14
2,523,Watercress,4.83,0
2,523,Guavas,3.69,0
2,523,Radicchio,2.01,12
2,523,Apricots,1.85,17
2,523,Pecans,2.45,2
2,523,Eggplant,2.8,15
2,523,Bell peppers,1.21,10
2,523,Rosemary,2.07,14
2,523,Dragon fruit,1.98,1
2,455,Limes,3.53,18
2,579,Zucchini,4.61,16
2,579,Cinnamon,1.81,7
2,579,Tangerines,4.62,19
2,579,Bok choy,2.75,20
2,579,Kale,1.19,1
2,579,Parsnips,3.46,12
2,579,Cranberries,2.97,5
2,77,Pineberries,4.84,1
3,552,Mangoes,3.73,3
3,552,Asparagus,3.71,6
3,552,Carrots,4.62,8
3,552,Lychee,1.17,1
3,552,Passionfruit,2.64,1
3,552,Peanuts,4.04,5
3,552,Walnuts,4.78,4
3,552,Beets,2.82,14
3,552,Pistachios,5.24,1
3,15,Cantaloupes,4.54,4
3,15,Tomatoes,2.63,13
3,15,Cauliflower,5.21,14
3,15,Cucumbers,3.93,14
3,49,Dates,3.83,10
3,49,Blackberries,2.01,16
3,49,Cantaloupes,3.44,19
3,153,Lettuce,3.29,18
3,698,Thyme,4.98,7
3,698,Pecans,2.42,4
3,698,Hot peppers,4.2,19
3,698,Raspberries,4.69,20
3,332,Cauliflower,4.08,17
3,205,Kiwifruit,4.5,12
3,240,Almonds,2.09,6
3,703,Cantaloupes,4.22,7
3,703,Hot peppers,2.25,20
3,703,Bell peppers,1.52,4
4,331,Almonds,3.45,20
5,318,Spinach,3.49,11
5,318,Nectarines,1.19,6
5,318,Celery,4.01,9
5,318,Coffee beans,5.22,17
5,318,Tomatoes,1.37,8
5,318,Pumpkins,5.23,15
6,15,Cantaloupes,4.54,3
6,15,Tomatoes,2.63,2
6,15,Cauliflower,5.21,2
6,15,Cucumbers,3.93,5
6,15,Kumquats,3.37,13
6,15,Elderberries,2.29,19
6,807,Pineberries,4.94,16
6,807,Cranberries,2.04,16
6,807,Bok choy,5.47,1
6,807,Lemons,3.17,6
6,259,Apricots,2.09,12
6,259,Leeks,4.08,0
6,259,Tomatoes,1.68,2
6,259,Collard greens,3.82,20
6,245,Beets,4.89,5
6,245,Persimmons,2.2,10
6,245,Blackcurrants,1.34,19
6,141,Garlic,1.68,20
6,184,Carrots,3.72,19
6,184,Rosemary,1.37,19
6,184,Kiwifruit,1.67,7
6,136,Collard greens,1.63,0
6,364,Onions,1.68,0
6,364,Passionfruit,3.64,13
6,364,Rosemary,5.49,12
6,364,Chives,5.2,12
6,364,Radicchio,3.29,12
6,364,Cashews,1.98,5
6,364,Swiss chard,3.61,11
6,364,Cabbage,2.05,9
