0,274,1
0,480,1
0,741,2
0,378,5
1,13,2
1,94,2
1,415,4
1,239,1
1,503,2
2,693,4
2,725,1
2,814,1
2,6,2
3,89,5
3,222,3
3,390,2
3,50,2
4,95,4
4,742,3
4,112,5
4,40,3
4,840,1
4,655,1
5,327,2
5,723,3
5,257,2
5,485,3
5,268,2
6,447,5
6,707,4
6,786,3
6,789,4
7,825,5
8,574,1
8,254,3
8,110,3
8,219,2
8,533,5
8,272,2
9,762,5
9,301,5
9,400,4
9,54,4
9,684,4
9,538,2
11,847,5
11,669,2
11,625,1
11,305,1
12,27,1
12,160,3
13,702,3
13,84,1
13,468,3
14,211,4
15,547,2
15,2,3
15,831,1
16,2,3
16,4,4
16,11,4
16,15,3
16,625,5
17,651,4
17,111,3
17,539,1
17,230,4
18,194,1
18,135,4
18,175,4
19,507,2
19,174,1
19,492,4
19,122,1
20,327,2
20,165,2
20,513,5
21,497,4
21,135,3
21,246,1
21,265,4
22,758,2
22,803,5
22,124,5
22,826,1
22,225,1
22,473,2
22,351,5
22,535,1
23,618,5
23,97,3
23,247,3
23,295,1
24,10,4
24,289,3
24,137,3
24,788,5
24,214,3
24,515,2
24,185,2
25,816,4
25,381,3
27,134,5
27,162,1
27,258,3
27,723,5
27,2,3
27,741,2
27,759,4
28,57,4
28,577,4
28,480,4
28,141,5
29,472,2
29,556,4
29,330,5
29,818,3
30,801,4
30,7,1
30,24,1
31,700,3
33,662,4
33,360,1
34,648,3
34,156,2
36,534,2
36,157,5
37,535,3
37,222,1
37,708,5
37,193,5
37,422,3
37,550,1
37,472,5
38,216,4
38,149,4
38,808,4
38,221,1
38,237,3
38,493,3
38,517,5
38,130,5
39,477,1
39,671,3
39,643,1
39,181,4
39,171,5
39,70,5
40,546,1
40,59,3
40,130,1
42,549,5
42,442,3
42,531,1
42,621,3
43,840,5
43,418,2
43,515,3
43,351,2
43,773,3
43,536,1
43,387,3
43,329,4
44,57,1
44,362,2
44,42,4
44,665,5
44,37,5
44,226,2
44,14,5
45,85,3
45,288,3
45,263,2
45,691,3
45,250,5
45,81,1
45,291,5
46,785,5
46,66,2
46,561,1
47,631,1
48,300,5
48,717,4
48,574,1
49,338,1
49,776,3
49,777,3
49,643,1
49,486,4
49,161,3
50,337,5
50,288,1
50,608,2
50,536,3
50,769,5
51,670,4
51,236,3
51,607,1
51,713,2
52,11,3
52,843,4
52,743,3
52,467,5
52,590,3
52,216,1
52,703,1
53,57,3
53,502,4
54,617,2
54,655,1
54,374,3
54,320,4
56,410,2
58,433,2
58,462,2
58,446,2
59,267,2
59,408,4
59,608,2
59,472,4
60,92,1
60,742,1
60,513,5
61,461,2
61,360,2
61,456,3
61,61,3
62,121,4
63,271,3
64,704,5
64,291,3
64,679,4
64,707,3
64,143,3
64,436,5
64,176,1
65,847,5
66,733,2
67,32,2
67,401,1
67,718,2
67,582,5
67,662,2
67,580,3
68,446,4
68,472,1
70,460,1
70,584,5
70,131,5
70,517,4
71,681,4
71,575,1
71,297,4
72,391,4
72,419,1
72,617,3
72,464,1
72,257,1
72,446,4
73,254,3
73,751,2
73,804,2
73,662,4
74,817,2
75,611,2
75,713,2
75,261,5
75,173,3
75,766,5
76,769,2
76,644,1
76,242,4
76,285,1
76,479,4
76,635,3
76,102,3
76,138,1
77,612,3
77,635,2
77,719,2
77,240,2
77,112,1
77,657,3
77,186,4
77,176,2
78,463,2
78,630,1
78,260,1
78,679,1
